generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio
392,1121.711902,1176.658910,1396.160663,1.000000
393,1121.711902,1173.015024,1369.847588,1.000000
394,1121.711902,1122.477877,1314.477026,1.000000
395,1121.711902,1121.711902,1340.455982,1.000000
396,1121.711902,1172.302855,1314.470098,1.000000
397,1121.711902,1166.749595,1394.655622,1.000000
398,1121.711902,1121.711902,1374.798959,1.000000
399,1121.711902,1122.294385,1382.398371,1.000000
400,1121.711902,1169.338890,1371.261846,1.000000
401,1121.711902,1121.711902,1314.539101,1.000000
402,1121.711902,1200.808354,1348.103284,1.000000
403,1121.711902,1179.313521,1392.636471,1.000000
404,1121.711902,1121.711902,1469.296020,1.000000
405,1121.711902,1121.711902,1313.730508,1.000000
406,1121.711902,1121.711902,1314.526639,1.000000
407,1121.711902,1176.348831,1409.108097,1.000000
408,1121.711902,1151.750323,1348.799287,1.000000
409,1121.711902,1172.302855,1376.980773,1.000000
410,1121.711902,1146.532796,1314.539101,1.000000
411,1121.711902,1121.711902,1350.201636,1.000000
412,1121.711902,1121.711902,1393.337280,1.000000
413,1121.711902,1121.711902,1387.610894,1.000000
414,1121.711902,1122.416074,1404.759936,1.000000
415,1121.711902,1122.704382,1352.964842,1.000000
416,1121.711902,1173.959343,1314.539101,1.000000
417,1121.711902,1121.711902,1371.118170,1.000000
418,1121.711902,1121.711902,1323.769734,1.000000
419,1121.711902,1172.413631,1345.461036,1.000000
420,1121.711902,1175.946741,1403.218751,1.000000
421,1121.711902,1128.595518,1349.949063,1.000000
422,1121.711902,1151.093470,1353.621505,1.000000
423,1121.711902,1121.711902,1342.470789,1.000000
424,1121.711902,1121.711902,1352.883339,1.000000
425,1121.711902,1121.711902,1312.951917,1.000000
426,1121.711902,1121.711902,1403.179329,1.000000
427,1121.711902,1121.711902,1314.470098,1.000000
428,1121.711902,1121.711902,1320.844694,1.000000
429,1121.711902,1121.711902,1366.868513,1.000000
430,1121.711902,1121.711902,1347.598442,1.000000
431,1121.711902,1121.711902,1297.416446,1.000000
432,1121.711902,1172.758351,1314.482561,1.000000
433,1121.711902,1121.997448,1360.613310,1.000000
434,1121.711902,1121.711902,1386.088418,1.000000
435,1121.711902,1121.711902,1338.835108,1.000000
436,1121.711902,1121.744875,1314.482561,1.000000
437,1121.711902,1121.922634,1313.730508,1.000000
438,1121.711902,1121.711902,1350.366100,1.000000
439,1121.711902,1121.711902,1289.156849,1.000000
440,1121.711902,1121.711902,1331.712122,1.000000
441,1121.711902,1179.590627,1337.197048,1.000000
442,1121.711902,1179.590627,1490.267657,1.000000
443,1121.711902,1174.512092,1402.100721,1.000000
444,1121.711902,1166.844372,1347.743947,1.000000
445,1121.711902,1165.254000,1402.691820,1.000000
446,1121.711902,1176.870626,1360.600614,1.000000
447,1121.711902,1121.711902,1366.812311,1.000000
448,1121.711902,1135.413872,1328.985745,1.000000
449,1121.711902,1122.378441,1314.482561,1.000000
450,1121.711902,1172.604818,1325.727979,1.000000
451,1121.711902,1174.030139,1354.381234,1.000000
452,1121.711902,1179.421252,1332.205635,1.000000
453,1121.711902,1121.711902,1400.628874,1.000000
454,1121.711902,1121.711902,1356.449398,1.000000
455,1121.711902,1121.711902,1390.954684,1.000000
456,1121.711902,1121.711902,1314.470098,1.000000
457,1121.711902,1121.711902,1314.482561,1.000000
458,1121.711902,1121.711902,1314.539101,1.000000
459,1121.711902,1176.521561,1314.482561,1.000000
460,1121.711902,1121.711902,1395.014003,1.000000
461,1121.711902,1122.340489,1418.072005,1.000000
462,1121.711902,1121.711902,1377.834184,1.000000
463,1121.711902,1154.388152,1340.862041,1.000000
464,1121.711902,1143.659322,1422.001983,1.000000
465,1121.711902,1122.531813,1341.421794,1.000000
466,1121.711902,1177.859985,1356.460496,1.000000
467,1121.711902,1121.711902,1337.210760,1.000000
468,1121.711902,1121.711902,1344.168839,1.000000
469,1121.711902,1121.711902,1382.038493,1.000000
470,1121.711902,1143.856446,1343.463179,1.000000
471,1121.711902,1121.744875,1372.325079,1.000000
472,1121.711902,1121.711902,1322.549205,1.000000
473,1121.711902,1126.402630,1391.799794,1.000000
474,1121.711902,1123.333564,1356.521345,1.000000
475,1121.711902,1121.744875,1330.618132,1.000000
