generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio
0,1556.252438,1750.433993,2054.742567,1.000000
1,1383.182682,1604.703549,2009.502745,1.000000
2,1289.545758,1495.538858,1715.295670,1.000000
3,1277.405113,1436.038527,1771.867222,1.000000
4,1193.586914,1388.439450,1564.722705,1.000000
5,1095.829421,1362.313997,1714.002723,1.000000
6,1085.835176,1297.033952,1516.023296,1.000000
7,1068.598496,1249.286728,1438.186860,1.000000
8,1068.598496,1168.866766,1450.482746,1.000000
9,1026.464327,1110.677690,1454.115652,1.000000
10,1026.464327,1087.931246,1290.978176,1.000000
11,999.156360,1076.763555,1322.663598,1.000000
12,984.355439,1074.369733,1368.930738,1.000000
13,978.440998,1062.520721,1261.187982,1.000000
14,975.094203,1062.630954,1348.203736,1.000000
15,971.176123,1056.952943,1234.008439,1.000000
16,961.704562,1029.259580,1279.922162,1.000000
17,961.704562,984.355439,1250.515640,1.000000
18,957.234973,983.738623,1232.588965,1.000000
19,957.234973,984.903324,1336.781087,1.000000
20,957.234973,998.321333,1216.128191,1.000000
21,957.234973,1009.472770,1215.249018,1.000000
22,956.037504,1007.268641,1258.483990,1.000000
23,952.759728,996.436729,1249.402653,1.000000
24,952.759728,985.055026,1178.872455,1.000000
25,952.412892,976.652809,1133.081003,1.000000
26,952.412892,1000.763346,1243.266384,1.000000
27,948.290140,1005.028327,1206.515499,1.000000
28,948.290140,1001.255560,1164.645503,1.000000
29,947.943303,982.664616,1136.005234,1.000000
30,947.943303,970.945804,1131.551178,1.000000
31,947.943303,960.849764,1140.688685,1.000000
32,947.943303,956.662057,1160.970986,1.000000
33,947.943303,966.862943,1138.783744,1.000000
34,947.943303,965.328888,1098.511141,1.000000
35,947.943303,975.441708,1123.210820,1.000000
36,947.943303,982.243114,1307.885857,1.000000
37,947.943303,998.518808,1178.392904,1.000000
38,947.943303,970.664442,1203.089424,1.000000
39,947.943303,973.996596,1162.668263,1.000000
40,947.943303,964.995752,1305.045547,1.000000
41,947.943303,992.279148,1077.129436,1.000000
42,947.943303,967.290405,1308.616398,1.000000
43,947.943303,966.054749,1129.982607,1.000000
44,947.943303,948.037566,1183.623987,1.000000
45,947.943303,956.418518,1168.343696,1.000000
46,947.943303,949.129968,1160.173237,1.000000
47,947.943303,988.853704,1085.496370,1.000000
48,947.943303,964.181562,1200.474438,1.000000
49,947.943303,974.085505,1185.039141,1.000000
50,947.943303,1003.373889,1235.540533,1.000000
51,947.943303,977.731305,1184.515683,1.000000
52,947.943303,960.110207,1247.365255,1.000000
53,947.943303,947.943303,1220.391128,1.000000
54,947.943303,993.524914,1170.658605,1.000000
55,947.943303,993.499938,1266.465684,1.000000
56,947.943303,987.427917,1266.573156,1.000000
57,947.943303,987.642320,1356.255380,1.000000
58,947.943303,977.902023,1211.350867,1.000000
59,947.943303,967.290405,1225.014736,1.000000
60,947.943303,969.290129,1129.431716,1.000000
61,947.943303,954.903560,1184.432498,1.000000
62,947.943303,967.290405,1187.494796,1.000000
63,947.943303,954.429775,1205.363549,1.000000
64,947.943303,993.499938,1092.619014,1.000000
65,947.943303,971.412767,1188.897972,1.000000
66,947.943303,969.058012,1213.844165,1.000000
67,947.943303,992.352020,1254.734961,1.000000
68,947.943303,1002.086078,1300.533855,1.000000
69,947.943303,985.915094,1307.980763,1.000000
70,947.943303,970.947245,1197.573270,1.000000
71,947.943303,948.037566,1168.417711,1.000000
72,947.943303,948.037566,1077.215699,1.000000
73,947.943303,992.970658,1100.157513,1.000000
74,947.943303,948.116721,1109.606137,1.000000
75,947.943303,965.240559,1239.891718,1.000000
76,947.943303,981.581969,1314.051457,1.000000
77,947.943303,991.598799,1260.214595,1.000000
78,947.943303,995.783317,1215.232379,1.000000
79,947.943303,1021.058215,1296.476554,1.000000
80,947.943303,994.641628,1130.980726,1.000000
81,947.943303,972.310455,1086.726148,1.000000
82,947.943303,1002.086078,1199.249651,1.000000
83,947.943303,999.035479,1169.020211,1.000000
84,947.943303,974.882416,1122.198210,1.000000
85,947.943303,985.396518,1212.707139,1.000000
86,947.943303,993.524914,1168.402303,1.000000
87,947.943303,967.335661,1149.084617,1.000000
88,947.943303,972.543703,1166.088531,1.000000
89,947.943303,966.143078,1109.904527,1.000000
90,947.943303,967.202076,1146.536822,1.000000
91,947.943303,1002.641654,1254.411840,1.000000
92,947.943303,967.113746,1231.012016,1.000000
93,947.943303,953.396979,1139.477708,1.000000
94,947.943303,959.337268,1141.571254,1.000000
95,947.943303,966.143078,1168.909152,1.000000
96,947.943303,947.990435,1106.955392,1.000000
97,947.943303,967.290405,1077.129436,1.000000
98,947.943303,959.709933,1188.495980,1.000000
99,947.943303,967.290405,1141.930403,1.000000
100,947.943303,965.662025,1303.690852,1.000000
101,947.943303,966.476215,1131.784050,1.000000
102,947.943303,964.897611,1120.819017,1.000000
103,947.943303,973.112792,1098.107225,1.000000
104,947.943303,963.928272,1105.559279,1.000000
105,947.943303,956.802664,1153.354506,1.000000
106,947.943303,984.764485,1136.812295,1.000000
107,947.943303,967.290405,1136.968039,1.000000
108,947.943303,948.116721,1115.920150,1.000000
109,947.943303,947.990435,1137.063422,1.000000
110,947.943303,947.943303,1120.007304,1.000000
111,947.943303,965.739533,1081.785864,1.000000
112,947.943303,947.943303,1095.294338,1.000000
113,947.943303,991.056304,1077.129436,1.000000
114,947.943303,948.116721,1282.947877,1.000000
115,947.943303,949.264048,1168.132685,1.000000
