generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio,avg_lateness,avg_used_routes,min_used_routes,max_used_routes,avg_route_duration,avg_route_travel,avg_capacity_utilization,avg_capacity_slack,min_capacity_slack,avg_depot_slack,min_depot_slack,avg_wait_time,avg_timewindow_slack,min_timewindow_slack,edge_diversity,edge_entropy,crossover_success_rate,mutation_success_rate
246,828.936867,972.424667,1322.452184,1.000000,0.000000,10.102000,10,11,1020.701360,97.829283,0.895862,20.827559,0.000000,215.298640,0.858900,3.228537,141.642080,0.006748,0.017638,0.760381,0.095238,0.337143
247,828.936867,970.628660,1339.288428,1.000000,0.000000,10.084000,10,11,1022.421434,98.127332,0.897461,20.507735,0.000000,213.578566,0.195378,3.205817,141.294576,0.006748,0.017568,0.759947,0.094382,0.324607
248,828.936867,973.159061,1326.409871,1.000000,0.000000,10.094000,10,12,1021.872068,98.186303,0.896572,20.685556,0.000000,214.127932,0.195378,3.236841,141.279933,0.006748,0.017912,0.759422,0.112088,0.363636
249,828.936867,972.708627,1399.554292,1.000000,0.000000,10.124000,10,11,1019.199947,97.544854,0.893915,21.216910,0.000000,216.800053,0.954145,3.308362,142.016537,0.006748,0.018125,0.758386,0.093750,0.366120
250,828.936867,976.039635,1343.430396,1.000000,0.000000,10.094000,10,11,1021.965070,98.470962,0.896572,20.685556,0.000000,214.034930,0.195378,3.217495,141.089896,0.006748,0.018239,0.758285,0.087248,0.479042
251,828.936867,967.006493,1335.219491,1.000000,0.000000,10.090000,10,11,1020.881479,97.436126,0.896928,20.614470,0.000000,215.118521,0.439246,3.175636,141.691405,0.006748,0.017368,0.761088,0.112385,0.344444
252,828.936867,970.005503,1360.038730,1.000000,0.000000,10.074000,10,11,1022.543216,97.974766,0.898352,20.329561,0.000000,213.456784,0.195378,3.141026,141.834652,0.006748,0.017697,0.758844,0.105381,0.397590
253,828.936867,977.144943,1376.202023,1.000000,0.000000,10.100000,10,11,1021.544476,97.916220,0.896040,20.792079,0.000000,214.455524,0.954145,3.286454,141.718334,0.006748,0.018474,0.754877,0.090708,0.292683
254,828.936867,970.586643,1354.881242,1.000000,0.000000,10.084000,10,11,1021.546110,97.780577,0.897461,20.507735,0.000000,214.453890,0.954145,3.152516,141.788129,0.006748,0.017714,0.758967,0.099099,0.361111
255,828.936867,963.779133,1335.886297,1.000000,0.000000,10.080000,10,11,1019.951193,96.954608,0.897817,20.436508,0.000000,216.048807,0.195378,3.038056,142.660997,0.021801,0.016697,0.763394,0.096110,0.355191
256,828.936867,955.957857,1395.790117,1.000000,0.000000,10.070000,10,11,1019.780883,97.056791,0.898709,20.258193,0.000000,216.219117,0.195378,2.918316,143.721626,0.006748,0.016844,0.761467,0.112613,0.369318
257,828.936867,971.644466,1267.400369,1.000000,0.000000,10.078000,10,12,1019.667572,97.444853,0.897996,20.400873,0.000000,216.332428,0.195378,2.941606,143.602064,0.006748,0.016461,0.763956,0.050885,0.349206
258,828.936867,974.336981,1306.566861,1.000000,0.000000,10.092000,10,12,1018.330934,97.691915,0.896750,20.650020,0.000000,217.669066,0.195378,2.910890,143.776225,0.006748,0.017313,0.759159,0.087248,0.307692
259,828.936867,990.779953,1290.858637,1.000000,0.000000,10.106000,10,12,1018.700707,98.637895,0.895508,20.898476,0.000000,217.299293,0.195378,2.981548,142.944387,0.006748,0.018400,0.754915,0.069124,0.329843
260,828.936867,974.097111,1351.457621,1.000000,0.000000,10.128000,10,12,1016.466644,97.877112,0.893562,21.287520,0.000000,219.533356,0.342832,3.034748,143.655921,0.000851,0.018143,0.755390,0.101810,0.329609
261,828.936867,979.613812,1361.092300,1.000000,0.000000,10.094000,10,11,1019.538471,98.197320,0.896572,20.685556,0.000000,216.461529,0.195378,3.000176,142.549467,0.006748,0.017530,0.758337,0.100000,0.343558
262,828.936867,984.369622,1351.471949,1.000000,0.000000,10.112000,10,12,1018.657347,98.395154,0.894976,21.004747,0.000000,217.342653,0.342832,3.056913,142.848701,0.006748,0.018926,0.751510,0.093333,0.396450
263,828.936867,976.927750,1405.199788,1.000000,0.000000,10.096000,10,12,1020.415942,98.156376,0.896395,20.721078,0.000000,215.584058,1.192526,3.111326,142.201306,0.006748,0.017585,0.759368,0.085973,0.361446
264,828.936867,967.436598,1348.751998,1.000000,0.000000,10.094000,10,12,1019.516033,97.263935,0.896572,20.685556,0.000000,216.483967,0.195378,3.092127,143.080400,0.006748,0.017440,0.758720,0.117914,0.376543
265,828.936867,974.581704,1373.394002,1.000000,0.000000,10.086000,10,12,1021.666380,98.453211,0.897283,20.543327,0.000000,214.333620,0.251434,3.115280,141.996714,0.006748,0.018186,0.756269,0.088106,0.438596
266,828.936867,978.425922,1390.513895,1.000000,0.000000,10.106000,10,12,1018.986731,97.616790,0.895508,20.898476,0.000000,217.013269,0.251434,3.113646,143.163627,0.006748,0.018092,0.755916,0.109865,0.345238
267,828.936867,976.739170,1335.157532,1.000000,0.000000,10.110000,10,11,1018.631440,98.250924,0.895153,20.969337,0.000000,217.368560,0.195378,3.050470,143.036177,0.006748,0.018091,0.756851,0.075342,0.390110
268,828.936867,979.123975,1382.752640,1.000000,0.000000,10.094000,10,12,1020.377912,97.851338,0.896572,20.685556,0.000000,215.622088,0.195378,3.119832,142.603307,0.006748,0.017549,0.759092,0.076404,0.379310
269,828.936867,975.215453,1526.061613,1.000000,0.000000,10.098000,10,12,1020.034268,98.093222,0.896217,20.756585,0.000000,215.965732,0.195378,3.097607,142.821074,0.006748,0.018129,0.755469,0.078829,0.341935
270,828.936867,985.598033,1365.709321,1.000000,0.000000,10.102000,10,12,1020.521492,98.831926,0.895862,20.827559,0.000000,215.478508,0.195378,3.109080,142.088361,0.006748,0.017711,0.759074,0.068493,0.383333
271,828.936867,989.325515,1360.267436,1.000000,0.000000,10.106000,10,11,1020.148346,98.616369,0.895508,20.898476,0.000000,215.851654,0.195378,3.130022,141.481291,0.006748,0.018255,0.756515,0.104677,0.436782
272,828.936867,977.914222,1369.335180,1.000000,0.000000,10.130000,10,12,1018.555109,98.254320,0.893386,21.322804,0.000000,217.444891,0.195378,3.226470,142.310170,0.006748,0.019068,0.754096,0.102908,0.431250
273,828.936867,976.641266,1392.579863,1.000000,0.000000,10.102000,10,11,1021.776087,98.446065,0.895862,20.827559,0.000000,214.223913,0.258636,3.274799,141.039009,0.006748,0.017820,0.759429,0.092135,0.420000
274,828.936867,973.898041,1328.944502,1.000000,0.000000,10.080000,10,12,1021.816605,97.816252,0.897817,20.436508,0.000000,214.183395,0.195378,3.139236,141.481000,0.006748,0.017115,0.761917,0.088636,0.301205
275,828.936867,973.333202,1363.237122,1.000000,0.000000,10.088000,10,11,1021.507023,97.971233,0.897105,20.578906,0.000000,214.492977,0.195378,3.166290,141.766332,0.006748,0.017132,0.760582,0.082040,0.383721
276,828.936867,971.463124,1555.690462,1.000000,0.000000,10.114000,10,12,1019.237887,98.124162,0.894799,21.040142,0.000000,216.762113,0.195378,3.161442,141.965928,0.006748,0.017618,0.758815,0.076923,0.372671
277,828.936867,983.423309,1404.330425,1.000000,0.000000,10.118000,10,12,1019.798834,98.650298,0.894446,21.110891,0.000000,216.201166,0.195378,3.201809,141.730584,0.006748,0.017617,0.759668,0.082405,0.329412
278,828.936867,990.291727,1332.840957,1.000000,0.000000,10.126000,10,12,1020.152103,98.784963,0.893739,21.252222,0.000000,215.847897,0.195378,3.297637,141.491318,0.006748,0.018252,0.756805,0.090110,0.333333
279,828.936867,975.231427,1409.866764,1.000000,0.000000,10.094000,10,11,1022.472212,98.764639,0.896572,20.685556,0.000000,213.527788,0.195378,3.239042,141.288713,0.000000,0.018184,0.755384,0.120930,0.355422
280,828.936867,974.303547,1413.519569,1.000000,0.000000,10.100000,10,12,1020.159674,97.823654,0.896040,20.792079,0.000000,215.840326,0.195378,3.155938,142.001233,0.006748,0.017475,0.760035,0.125561,0.312500
281,828.936867,980.668680,1321.160832,1.000000,0.000000,10.118000,10,12,1018.441513,98.033642,0.894446,21.110891,0.000000,217.558487,0.954145,3.126868,142.927060,0.006748,0.018453,0.754664,0.098901,0.411429
282,828.936867,978.040806,1504.735942,1.000000,0.000000,10.116000,10,12,1019.206803,98.396102,0.894622,21.075524,0.000000,216.793197,0.195378,3.149211,142.677147,0.006748,0.018362,0.755440,0.087054,0.304094
283,828.936867,967.765716,1366.547945,1.000000,0.000000,10.096000,10,11,1018.821690,97.558619,0.896395,20.721078,0.000000,217.178310,0.195378,3.010720,143.006049,0.006748,0.016931,0.760866,0.098214,0.380682
284,828.936867,976.853549,1327.821610,1.000000,0.000000,10.098000,10,12,1021.166203,98.407667,0.896217,20.756585,0.000000,214.833797,0.195378,3.180157,141.941420,0.006577,0.018293,0.755258,0.086364,0.402439
285,828.936867,986.065182,1470.459906,1.000000,0.000000,10.118000,10,11,1019.544872,98.432535,0.894446,21.110891,0.000000,216.455128,0.195378,3.198146,141.675608,0.006577,0.018562,0.754872,0.070295,0.345029
286,828.936867,984.243388,1344.331761,1.000000,0.000000,10.086000,10,11,1020.507811,98.471943,0.897283,20.543327,0.000000,215.492189,0.195378,2.996538,142.127848,0.006748,0.017659,0.759091,0.083710,0.392265
287,828.936867,969.618051,1319.400239,1.000000,0.000000,10.104000,10,12,1018.338520,97.742655,0.895685,20.863025,0.000000,217.661480,0.195378,3.017006,143.235109,0.006748,0.017075,0.760396,0.107692,0.375691
288,828.936867,982.748092,1386.791742,1.000000,0.000000,10.102000,10,12,1020.117188,98.631254,0.895862,20.827559,0.000000,215.882812,0.195378,3.088509,142.125998,0.006748,0.017420,0.759985,0.112583,0.259259
289,828.936867,977.080681,1381.614066,1.000000,0.000000,10.102000,10,11,1019.979135,98.172287,0.895862,20.827559,0.000000,216.020865,0.195378,3.120928,142.394844,0.006748,0.018147,0.755761,0.107623,0.377246
290,828.936867,986.176087,1360.456636,1.000000,0.000000,10.100000,10,12,1021.118487,99.195323,0.896040,20.792079,0.000000,214.881513,0.258636,3.114239,142.239429,0.006748,0.018274,0.756397,0.082192,0.461078
291,828.936867,974.835517,1439.718188,1.000000,0.000000,10.108000,10,12,1019.777808,98.453716,0.895330,20.933914,0.000000,216.222192,0.195378,3.127439,142.805755,0.006748,0.018237,0.755452,0.095238,0.353261
292,828.936867,981.143550,1396.588542,1.000000,0.000000,10.122000,10,11,1018.589301,97.919844,0.894092,21.181585,0.000000,217.410699,0.195378,3.190162,142.638197,0.006748,0.018343,0.755321,0.118721,0.326316
293,828.936867,993.303788,1357.867188,1.000000,0.000000,10.100000,10,11,1021.926326,99.112934,0.896040,20.792079,0.000000,214.073674,0.195378,3.204153,141.503881,0.006748,0.019055,0.753552,0.106667,0.382716
294,828.936867,973.583806,1303.033299,1.000000,0.000000,10.092000,10,11,1020.901244,98.103110,0.896750,20.650020,0.000000,215.098756,0.195378,3.128788,142.281074,0.006748,0.017422,0.760081,0.088785,0.432584
295,828.936867,980.399650,1383.420113,1.000000,0.000000,10.080000,10,12,1023.325742,98.447864,0.897817,20.436508,0.000000,212.674258,0.195378,3.227690,140.466982,0.006748,0.018278,0.755693,0.088838,0.371429
296,828.936867,975.803112,1398.115094,1.000000,0.000000,10.088000,10,12,1021.100533,97.741230,0.897105,20.578906,0.000000,214.899467,0.195378,3.148486,142.126445,0.006748,0.017005,0.761176,0.102088,0.343023
297,828.936867,974.648481,1350.982348,1.000000,0.000000,10.086000,10,11,1021.851574,97.824834,0.897283,20.543327,0.000000,214.148426,0.195378,3.197337,141.541215,0.006577,0.017078,0.761057,0.092715,0.403315
298,828.936867,971.998578,1412.863317,1.000000,0.000000,10.086000,10,11,1022.103818,97.823602,0.897283,20.543327,0.000000,213.896182,0.954145,3.222903,141.915842,0.006748,0.017459,0.759370,0.095023,0.349727
299,828.936867,990.049465,1320.148326,1.000000,0.000000,10.090000,10,11,1022.625672,98.767843,0.896928,20.614470,0.000000,213.374328,1.192526,3.217255,141.328612,0.006748,0.017404,0.761278,0.089888,0.349112
300,828.936867,985.724529,1324.643028,1.000000,0.000000,10.116000,10,12,1021.947569,98.533153,0.894622,21.075524,0.000000,214.052431,1.192526,3.412602,140.502760,0.006748,0.019143,0.752545,0.100228,0.360656
301,828.936867,972.974338,1476.950394,1.000000,0.000000,10.102000,10,12,1022.778216,98.227142,0.895862,20.827559,0.000000,213.221784,0.195378,3.398150,140.547508,0.006748,0.018546,0.755204,0.093750,0.335260
302,828.936867,972.722328,1382.881310,1.000000,0.000000,10.118000,10,12,1020.255628,97.731245,0.894446,21.110891,0.000000,215.744372,0.195378,3.341017,141.253456,0.006748,0.017944,0.757441,0.110619,0.417647
303,828.936867,971.314947,1269.208162,1.000000,0.000000,10.082000,10,12,1023.643656,97.845333,0.897639,20.472129,0.000000,212.356344,0.195378,3.338987,140.259665,0.006748,0.017260,0.760032,0.102506,0.393258
304,828.936867,979.715079,1280.745251,1.000000,0.000000,10.076000,10,11,1023.551030,97.895591,0.898174,20.365224,0.000000,212.448970,0.195378,3.269042,140.095754,0.006748,0.016298,0.765059,0.086283,0.368421
305,828.936867,969.592965,1268.246089,1.000000,0.000000,10.098000,10,11,1020.454507,96.989654,0.896217,20.756585,0.000000,215.545493,0.195378,3.251481,141.412165,0.006748,0.015750,0.767581,0.115385,0.359551
306,828.936867,953.829381,1323.148832,1.000000,0.000000,10.086000,10,11,1021.595638,97.069681,0.897283,20.543327,0.000000,214.404362,0.195378,3.247688,141.236419,0.006748,0.016060,0.764367,0.123043,0.361446
307,828.936867,972.085225,1300.042530,1.000000,0.000000,10.086000,10,11,1022.863376,97.746540,0.897283,20.543327,0.000000,213.136624,0.195378,3.307284,140.724388,0.006748,0.016969,0.760288,0.089087,0.363128
308,828.936867,973.319646,1314.338646,1.000000,0.000000,10.092000,10,12,1022.562905,97.829305,0.896750,20.650020,0.000000,213.437095,0.195378,3.324115,140.155925,0.006748,0.016150,0.765263,0.107798,0.410811
309,828.936867,963.501009,1602.234599,1.000000,0.000000,10.066000,10,11,1022.840387,97.626114,0.899066,20.186767,0.000000,213.159613,0.195378,3.132069,141.371261,0.006748,0.016099,0.764651,0.068584,0.337079
310,828.936867,966.298816,1298.095758,1.000000,0.000000,10.096000,10,11,1021.194913,97.452355,0.896395,20.721078,0.000000,214.805087,0.954145,3.261049,141.058073,0.006748,0.016567,0.762311,0.090308,0.431250
311,828.936867,966.209816,1398.247879,1.000000,0.000000,10.076000,10,12,1022.812812,97.615941,0.898174,20.365224,0.000000,213.187188,0.195378,3.222837,140.766572,0.006748,0.016461,0.762615,0.109091,0.418994
312,828.936867,960.540980,1352.293778,1.000000,0.000000,10.090000,10,11,1022.610446,97.109053,0.896928,20.614470,0.000000,213.389554,0.195378,3.383091,140.155865,0.006748,0.016714,0.760460,0.089888,0.387283
313,828.936867,967.470856,1328.054630,1.000000,0.000000,10.078000,10,11,1023.713108,97.697521,0.897996,20.400873,0.000000,212.286892,0.258636,3.323851,140.187501,0.006748,0.016661,0.762082,0.079121,0.327485
314,828.936867,965.197272,1331.731484,1.000000,0.000000,10.096000,10,11,1021.696763,97.186859,0.896395,20.721078,0.000000,214.303237,0.258636,3.338520,140.531371,0.006748,0.016113,0.765234,0.086449,0.358696
315,828.936867,967.925836,1384.401816,1.000000,0.000000,10.110000,10,12,1020.415692,97.200250,0.895153,20.969337,0.000000,215.584308,0.195378,3.337081,141.522915,0.006748,0.016947,0.760698,0.080000,0.302817
316,828.936867,982.688166,1396.662646,1.000000,0.000000,10.138000,10,11,1019.403384,98.097534,0.892681,21.463800,0.000000,216.596616,0.195378,3.401987,140.991771,0.000000,0.018704,0.753371,0.064732,0.355422
317,828.936867,972.721524,1419.386684,1.000000,0.000000,10.116000,10,11,1020.810530,98.165861,0.894622,21.075524,0.000000,215.189470,0.858900,3.334735,140.754355,0.006748,0.018181,0.755929,0.083146,0.305882
318,828.936867,979.977433,1458.138525,1.000000,0.000000,10.110000,10,12,1020.941097,98.236606,0.895153,20.969337,0.000000,215.058903,0.195378,3.285424,141.320732,0.006748,0.018109,0.756102,0.079545,0.381503
319,828.936867,982.855734,1313.918430,1.000000,0.000000,10.114000,10,11,1021.297378,98.424385,0.894799,21.040142,0.000000,214.702622,0.954145,3.339374,141.051289,0.006748,0.018817,0.751671,0.099548,0.359551
320,828.936867,972.810329,1409.169574,1.000000,0.000000,10.112000,10,11,1020.300492,97.684899,0.894976,21.004747,0.000000,215.699508,0.195378,3.294889,141.271980,0.006748,0.018363,0.753877,0.121076,0.311111
321,828.936867,965.775727,1342.343500,1.000000,0.000000,10.114000,10,12,1018.891735,97.691161,0.894799,21.040142,0.000000,217.108265,0.195378,3.170226,142.635198,0.006748,0.017527,0.757960,0.097345,0.369697
322,828.936867,968.314126,1396.471971,1.000000,0.000000,10.090000,10,11,1020.625615,97.486253,0.896928,20.614470,0.000000,215.374385,0.195378,3.144762,142.166834,0.006748,0.017349,0.758381,0.079186,0.339744
323,828.936867,966.469268,1394.725973,1.000000,0.000000,10.088000,10,11,1019.798156,97.521445,0.897105,20.578906,0.000000,216.201844,0.195378,3.039275,142.575199,0.006748,0.017241,0.758898,0.083333,0.378205
324,828.936867,978.134032,1516.119558,1.000000,0.000000,10.076000,10,11,1022.757719,97.984740,0.898174,20.365224,0.000000,213.242281,0.195378,3.180125,141.586700,0.006748,0.017733,0.756775,0.100223,0.365169
325,828.936867,982.182404,1378.865618,1.000000,0.000000,10.122000,10,12,1020.841933,98.247187,0.894092,21.181585,0.000000,215.158067,0.195378,3.385040,141.005233,0.006748,0.018525,0.754184,0.081858,0.404372
326,828.936867,980.154026,1314.950546,1.000000,0.000000,10.108000,10,12,1020.138946,98.066677,0.895330,20.933914,0.000000,215.861054,0.195378,3.203065,142.371166,0.006748,0.018273,0.754419,0.102679,0.402174
327,828.936867,968.210405,1493.919918,1.000000,0.000000,10.086000,10,11,1020.690605,97.014640,0.897283,20.543327,0.000000,215.309395,0.195378,3.161958,142.632175,0.006748,0.017078,0.758026,0.087886,0.355191
328,828.936867,964.181457,1305.701163,1.000000,0.000000,10.084000,10,11,1018.991489,96.920977,0.897461,20.507735,0.000000,217.008511,0.195378,2.981590,143.713085,0.006748,0.016278,0.761779,0.081967,0.282353
329,828.936867,966.563026,1360.727366,1.000000,0.000000,10.072000,10,11,1021.629876,97.602374,0.898531,20.293884,0.000000,214.370124,0.954145,3.068050,142.646031,0.006748,0.016698,0.760281,0.077449,0.308642
330,828.936867,964.980798,1350.577593,1.000000,0.000000,10.090000,10,11,1021.803553,97.559199,0.896928,20.614470,0.000000,214.196447,0.195378,3.256255,141.478499,0.006748,0.016823,0.760575,0.074157,0.340206
331,828.936867,969.781383,1428.208126,1.000000,0.000000,10.106000,10,12,1019.777632,97.598805,0.895508,20.898476,0.000000,216.222368,0.954145,3.195392,142.161473,0.006748,0.017329,0.758815,0.096110,0.333333
332,828.936867,967.940157,1441.596543,1.000000,0.000000,10.104000,10,11,1021.763078,97.874856,0.895685,20.863025,0.000000,214.236922,0.195378,3.349666,140.971241,0.006748,0.017929,0.756235,0.091928,0.404372
333,828.936867,968.800396,1340.307503,1.000000,0.000000,10.086000,10,11,1022.727926,97.982939,0.897283,20.543327,0.000000,213.272074,0.195378,3.269779,140.787705,0.006748,0.017296,0.758994,0.076063,0.429448
334,828.936867,995.648324,1331.565028,1.000000,0.000000,10.118000,10,12,1021.132912,99.053511,0.894446,21.110891,0.000000,214.867088,0.195378,3.295994,140.219081,0.000000,0.018544,0.755407,0.091314,0.386139
335,828.936867,988.717495,1323.736226,1.000000,0.000000,10.120000,10,12,1021.738863,98.969756,0.894269,21.146245,0.000000,214.261137,0.195378,3.384234,139.993453,0.006748,0.018870,0.753086,0.113333,0.369697
336,828.936867,998.833407,1426.315323,1.000000,0.000000,10.090000,10,11,1024.928585,99.686831,0.896928,20.614470,0.000000,211.071415,0.195378,3.356893,139.035853,0.006577,0.019093,0.753204,0.085011,0.428571
337,828.936867,985.008960,1489.524636,1.000000,0.000000,10.118000,10,12,1021.178232,98.745605,0.894446,21.110891,0.000000,214.821768,0.195378,3.331733,140.605550,0.006748,0.018053,0.758363,0.125280,0.481481
338,828.936867,974.115623,1437.484338,1.000000,0.000000,10.148000,10,12,1018.155267,98.048169,0.891801,21.639732,0.000000,217.844733,0.954145,3.372468,141.117179,0.006748,0.018139,0.757072,0.079186,0.342105
339,828.936867,979.176561,1366.700928,1.000000,0.000000,10.120000,10,12,1022.959780,98.412034,0.894269,21.146245,0.000000,213.040220,0.195378,3.564232,139.437399,0.021801,0.018562,0.755956,0.105856,0.422619
340,828.936867,965.989795,1296.690378,1.000000,0.000000,10.090000,10,12,1021.601127,97.194938,0.896928,20.614470,0.000000,214.398873,0.342832,3.272584,141.770260,0.021801,0.017567,0.757605,0.124153,0.348066
341,828.936867,970.497983,1422.009539,1.000000,0.000000,10.084000,10,11,1021.676470,97.695334,0.897461,20.507735,0.000000,214.323530,0.195378,3.174258,141.508261,0.006748,0.017205,0.759071,0.100000,0.378698
342,828.936867,967.805644,1303.846064,1.000000,0.000000,10.090000,10,11,1021.046739,97.050761,0.896928,20.614470,0.000000,214.953261,0.195378,3.231194,141.490511,0.006748,0.017204,0.759518,0.118834,0.325444
343,828.936867,965.645874,1310.517565,1.000000,0.000000,10.092000,10,11,1020.038979,97.398821,0.896750,20.650020,0.000000,215.961021,0.195378,3.112845,142.439751,0.006748,0.017022,0.759982,0.088106,0.440476
344,828.936867,970.671818,1299.366605,1.000000,0.000000,10.072000,10,11,1022.389859,97.922428,0.898531,20.293884,0.000000,213.610141,0.258636,3.112360,141.607734,0.006748,0.016789,0.761508,0.089087,0.360000
345,828.936867,977.029826,1307.303599,1.000000,0.000000,10.076000,10,11,1021.866381,98.285677,0.898174,20.365224,0.000000,214.133619,0.195378,3.059992,141.872101,0.006748,0.016897,0.760615,0.109091,0.379085
346,828.936867,977.434652,1525.790611,1.000000,0.000000,10.112000,10,11,1019.816525,98.332429,0.894976,21.004747,0.000000,216.183475,0.195378,3.180472,141.750173,0.006748,0.017764,0.757751,0.095133,0.413043
347,828.936867,970.653907,1326.782552,1.000000,0.000000,10.094000,10,12,1019.993888,97.921615,0.896572,20.685556,0.000000,216.006112,0.195378,3.073975,142.305983,0.006748,0.017113,0.759393,0.103297,0.299401
348,828.936867,973.412357,1393.152561,1.000000,0.000000,10.106000,10,13,1019.505389,98.166254,0.895508,20.898476,0.000000,216.494611,0.195378,3.110533,142.603688,0.006748,0.017474,0.757238,0.072072,0.353293
349,828.936867,969.850884,1371.764536,1.000000,0.000000,10.078000,10,12,1022.600233,98.151695,0.897996,20.400873,0.000000,213.399767,0.195378,3.165924,141.593628,0.006748,0.016861,0.761262,0.076577,0.428571
350,828.936867,974.643945,1317.498781,1.000000,0.000000,10.086000,10,11,1022.129791,98.052082,0.897283,20.543327,0.000000,213.870209,0.195378,3.202478,141.831543,0.006748,0.017786,0.756319,0.081858,0.354839
351,828.936867,975.086340,1412.620101,1.000000,0.000000,10.098000,10,11,1020.372446,97.900745,0.896217,20.756585,0.000000,215.627554,0.195378,3.151192,142.511244,0.006748,0.017475,0.757332,0.102975,0.383721
352,828.936867,976.985823,1350.609414,1.000000,0.000000,10.114000,10,12,1019.830780,98.571256,0.894799,21.040142,0.000000,216.169220,0.195378,3.176188,142.631729,0.006748,0.018290,0.754395,0.072398,0.345912
353,828.936867,963.182878,1361.898467,1.000000,0.000000,10.090000,10,12,1019.103423,96.958438,0.896928,20.614470,0.000000,216.896577,0.195378,3.044429,143.085141,0.006748,0.016241,0.764119,0.119438,0.386503
354,828.936867,980.377946,1310.293432,1.000000,0.000000,10.098000,10,12,1021.607619,98.348211,0.896217,20.756585,0.000000,214.392381,0.195378,3.230735,140.952748,0.006748,0.017385,0.761095,0.076754,0.335196
355,828.936867,965.571990,1290.327282,1.000000,0.000000,10.082000,10,11,1022.624292,97.654316,0.897639,20.472129,0.000000,213.375708,0.954145,3.255473,141.391700,0.006748,0.017242,0.760833,0.105505,0.442424
356,828.936867,978.130319,1450.976957,1.000000,0.000000,10.104000,10,11,1022.330469,98.547586,0.895685,20.863025,0.000000,213.669531,0.954145,3.339023,140.797557,0.000000,0.018655,0.756240,0.095344,0.364780
357,828.936867,977.637316,1493.521148,1.000000,0.000000,10.110000,10,12,1020.543301,97.945879,0.895153,20.969337,0.000000,215.456699,0.195378,3.274599,142.022604,0.006748,0.018382,0.755938,0.106904,0.368750
358,828.936867,985.338470,1310.539613,1.000000,0.000000,10.114000,10,11,1021.205901,98.855382,0.894799,21.040142,0.000000,214.794099,0.195378,3.286531,141.072130,0.006748,0.018599,0.756371,0.093886,0.364162
359,828.936867,978.255803,1322.716233,1.000000,0.000000,10.104000,10,12,1021.485021,98.472892,0.895685,20.863025,0.000000,214.514979,0.195378,3.261145,141.482830,0.006748,0.018710,0.754689,0.126915,0.450549
360,828.936867,985.550056,1312.301758,1.000000,0.000000,10.090000,10,11,1022.049845,98.533461,0.896928,20.614470,0.000000,213.950155,0.195378,3.182803,140.921840,0.006748,0.018458,0.755891,0.122807,0.383721
361,828.936867,975.427363,1302.472093,1.000000,0.000000,10.114000,10,12,1020.599701,98.018148,0.894799,21.040142,0.000000,215.400299,0.195378,3.309898,141.715896,0.006748,0.019307,0.751164,0.114679,0.436170
362,828.936867,989.204127,1314.014086,1.000000,0.000000,10.106000,10,11,1020.430402,98.663360,0.895508,20.898476,0.000000,215.569598,0.195378,3.153777,141.512044,0.006748,0.018310,0.757322,0.088692,0.360000
363,828.936867,982.638220,1508.915509,1.000000,0.000000,10.124000,10,12,1019.506019,98.424998,0.893915,21.216910,0.000000,216.493981,0.195378,3.250243,141.781129,0.006748,0.019033,0.754168,0.107930,0.401099
364,828.936867,985.077660,1386.108881,1.000000,0.000000,10.116000,10,12,1020.668710,98.272355,0.894622,21.075524,0.000000,215.331290,0.195378,3.309615,141.593419,0.006748,0.018835,0.754060,0.082789,0.370370
365,828.936867,977.810144,1334.220613,1.000000,0.000000,10.102000,10,12,1022.326373,98.539709,0.895862,20.827559,0.000000,213.673627,0.195378,3.320929,140.861987,0.006748,0.019219,0.752393,0.094382,0.384615
366,828.936867,967.047150,1360.730550,1.000000,0.000000,10.104000,10,12,1020.479047,97.645219,0.895685,20.863025,0.000000,215.520953,0.195378,3.243130,141.784214,0.006748,0.017674,0.759281,0.115974,0.340909
367,828.936867,971.800044,1320.039330,1.000000,0.000000,10.106000,10,12,1018.865743,97.320298,0.895508,20.898476,0.000000,217.134257,0.866115,3.131383,142.520686,0.006748,0.018237,0.755864,0.116972,0.401198
368,828.936867,971.075905,1341.365379,1.000000,0.000000,10.090000,10,11,1021.075257,97.663279,0.896928,20.614470,0.000000,214.924743,0.258636,3.172269,141.999600,0.006748,0.017713,0.759057,0.052995,0.302326
369,828.936867,975.290167,1274.453578,1.000000,0.000000,10.072000,10,11,1023.111703,98.253945,0.898531,20.293884,0.000000,212.888297,0.195378,3.151673,141.121370,0.006748,0.017098,0.762489,0.080963,0.362069
370,828.936867,979.244167,1288.927501,1.000000,0.000000,10.120000,10,12,1018.983482,97.931585,0.894269,21.146245,0.000000,217.016518,0.954145,3.210452,142.167854,0.006748,0.018126,0.757174,0.093607,0.409836
371,828.936867,978.808675,1398.972842,1.000000,0.000000,10.112000,10,11,1020.159714,97.579601,0.894976,21.004747,0.000000,215.840286,0.882061,3.291301,142.158782,0.006577,0.017800,0.759028,0.077803,0.339080
372,828.936867,968.415558,1343.838674,1.000000,0.000000,10.094000,10,11,1020.736692,97.434941,0.896572,20.685556,0.000000,215.263308,0.195378,3.198079,142.264789,0.006577,0.017857,0.758307,0.108352,0.320652
