generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio,avg_lateness,avg_used_routes,min_used_routes,max_used_routes,avg_route_duration,avg_route_travel,avg_capacity_utilization,avg_capacity_slack,min_capacity_slack,avg_depot_slack,min_depot_slack,avg_wait_time,avg_timewindow_slack,min_timewindow_slack,edge_diversity,edge_entropy,crossover_success_rate,mutation_success_rate
771,828.936867,979.701895,1308.303950,1.000000,0.000000,10.088000,10,12,1022.960233,98.667152,0.897105,20.578906,0.000000,213.039767,0.195378,3.242686,140.715027,0.006748,0.018694,0.756733,0.090508,0.323171
772,828.936867,963.512818,1372.273663,1.000000,0.000000,10.110000,10,11,1017.833180,97.396028,0.895153,20.969337,0.000000,218.166820,0.195378,3.056196,143.432779,0.006748,0.018000,0.758418,0.119205,0.323353
773,828.936867,977.220767,1374.517849,1.000000,0.000000,10.106000,10,11,1018.615478,97.913866,0.895508,20.898476,0.000000,217.384522,0.195378,3.046105,143.495659,0.006748,0.018219,0.757480,0.089888,0.357576
774,828.936867,985.065950,1329.579089,1.000000,0.000000,10.090000,10,11,1020.702419,98.317994,0.896928,20.614470,0.000000,215.297581,0.195378,3.068588,143.213849,0.000000,0.018494,0.756361,0.115646,0.351515
775,828.936867,976.537009,1381.580736,1.000000,0.000000,10.094000,10,12,1019.420562,97.940771,0.896572,20.685556,0.000000,216.579438,0.195378,3.014170,143.851802,0.006748,0.018057,0.757461,0.102908,0.438503
776,828.936867,979.651436,1324.253705,1.000000,0.000000,10.082000,10,11,1020.560612,98.305644,0.897639,20.472129,0.000000,215.439388,0.195378,2.981746,143.487728,0.006577,0.018423,0.755415,0.095672,0.369792
777,828.936867,980.937563,1371.212509,1.000000,0.000000,10.080000,10,12,1021.147908,98.375319,0.897817,20.436508,0.000000,214.852092,0.195378,3.015477,142.419873,0.006748,0.017533,0.759917,0.072072,0.363636
778,828.936867,973.471749,1284.338404,1.000000,0.000000,10.092000,10,12,1020.838758,97.761919,0.896750,20.650020,0.000000,215.161242,0.195378,3.156915,142.289414,0.006748,0.017894,0.758387,0.090090,0.347305
779,828.936867,973.175301,1451.899887,1.000000,0.000000,10.098000,10,12,1021.057321,98.186311,0.896217,20.756585,0.000000,214.942679,0.195378,3.191515,142.271113,0.006748,0.018493,0.757148,0.084282,0.386503
780,828.936867,971.737879,1345.770213,1.000000,0.000000,10.088000,10,12,1020.850138,97.554063,0.897105,20.578906,0.000000,215.149862,0.195378,3.142108,142.660732,0.003049,0.018694,0.754384,0.091314,0.400000
781,828.936867,980.083414,1470.698435,1.000000,0.000000,10.086000,10,11,1020.426889,98.367265,0.897283,20.543327,0.000000,215.573111,0.195378,2.998934,142.843948,0.006748,0.018240,0.755803,0.075171,0.275449
782,828.936867,972.284271,1473.904910,1.000000,0.000000,10.092000,10,11,1020.483053,97.689791,0.896750,20.650020,0.000000,215.516947,0.195378,3.128296,143.165160,0.006748,0.018148,0.756134,0.092551,0.388235
783,828.936867,978.067478,1343.058384,1.000000,0.000000,10.098000,10,12,1019.619654,98.180448,0.896217,20.756585,0.000000,216.380346,0.195378,3.046931,143.172924,0.006748,0.018311,0.755301,0.111607,0.412121
784,828.936867,973.306409,1393.249770,1.000000,0.000000,10.094000,10,11,1020.461618,98.270485,0.896572,20.685556,0.000000,215.538382,0.195378,3.085973,142.482482,0.006748,0.018203,0.755106,0.103371,0.364780
785,828.936867,973.825357,1389.805293,1.000000,0.000000,10.116000,10,13,1020.305009,98.233695,0.894622,21.075524,0.000000,215.694991,0.195378,3.276734,142.008151,0.006748,0.018308,0.755227,0.073826,0.325581
786,828.936867,965.034646,1359.257747,1.000000,0.000000,10.098000,10,11,1020.668388,96.943410,0.896217,20.756585,0.000000,215.331612,0.195378,3.277748,142.276531,0.006748,0.017203,0.759937,0.096197,0.405263
787,828.936867,969.101218,1360.020796,1.000000,0.000000,10.094000,10,11,1020.752429,97.458883,0.896572,20.685556,0.000000,215.247571,0.954145,3.197251,142.271367,0.006748,0.018021,0.755498,0.076404,0.356725
788,828.936867,968.718002,1295.364869,1.000000,0.000000,10.090000,10,12,1021.117247,97.618723,0.896928,20.614470,0.000000,214.882753,0.195378,3.181001,142.091102,0.006748,0.017095,0.760148,0.083333,0.320225
789,828.936867,980.437849,1282.582566,1.000000,0.000000,10.122000,10,11,1020.974295,98.089266,0.894092,21.181585,0.000000,215.025705,0.251434,3.414423,140.535541,0.006748,0.017780,0.759308,0.110375,0.386905
790,828.936867,991.372613,1268.446859,1.000000,0.000000,10.138000,10,12,1022.150091,98.993346,0.892681,21.463800,0.000000,213.849909,0.195378,3.589631,139.213461,0.006748,0.019285,0.753470,0.092135,0.406780
791,828.936867,980.030072,1377.432918,1.000000,0.000000,10.146000,10,12,1020.251217,98.377984,0.891977,21.604573,0.000000,215.748783,0.251434,3.533258,139.904951,0.006748,0.019283,0.751815,0.123043,0.414365
792,828.936867,979.238493,1340.914581,1.000000,0.000000,10.088000,10,12,1024.392805,98.402273,0.897105,20.578906,0.000000,211.607195,0.195378,3.413925,139.186548,0.000000,0.018803,0.754492,0.107221,0.402116
793,828.936867,973.268368,1353.141873,1.000000,0.000000,10.102000,10,12,1023.061379,98.215086,0.895862,20.827559,0.000000,212.938621,0.195378,3.427973,139.649558,0.006748,0.017348,0.761984,0.113636,0.410405
794,828.936867,989.295994,1415.737571,1.000000,0.000000,10.100000,10,11,1024.065181,99.093611,0.896040,20.792079,0.000000,211.934819,0.195378,3.422129,139.776914,0.006748,0.018274,0.758287,0.095238,0.368984
795,828.936867,981.546906,1405.042371,1.000000,0.000000,10.112000,10,12,1022.063778,98.248561,0.894976,21.004747,0.000000,213.936222,0.195378,3.416195,140.257261,0.021801,0.018381,0.756643,0.103524,0.379518
796,828.936867,979.358013,1410.734044,1.000000,0.000000,10.086000,10,11,1022.730517,98.151375,0.897283,20.543327,0.000000,213.269483,0.251434,3.253052,140.770025,0.006748,0.017132,0.762116,0.087336,0.371069
797,828.936867,979.298417,1394.801203,1.000000,0.000000,10.092000,10,11,1021.965653,98.221662,0.896750,20.650020,0.000000,214.034347,0.195378,3.224244,140.921873,0.006748,0.018185,0.756523,0.118568,0.426901
798,828.936867,980.061999,1340.232159,1.000000,0.000000,10.100000,10,11,1021.440040,98.043264,0.896040,20.792079,0.000000,214.559960,0.195378,3.263074,141.703640,0.006748,0.018692,0.754087,0.090090,0.341317
799,828.936867,973.709772,1361.819296,1.000000,0.000000,10.078000,10,11,1023.206556,98.103653,0.897996,20.400873,0.000000,212.793444,0.195378,3.231871,141.462075,0.006748,0.018223,0.755274,0.094688,0.363095
800,828.936867,980.093027,1400.689384,1.000000,0.000000,10.080000,10,11,1022.348340,98.274870,0.897817,20.436508,0.000000,213.651660,0.195378,3.146606,141.507080,0.006748,0.017896,0.755828,0.101545,0.340909
801,828.936867,978.344881,1334.105209,1.000000,0.000000,10.106000,10,11,1021.171965,98.733970,0.895508,20.898476,0.000000,214.828035,0.195378,3.221584,141.297351,0.006748,0.018455,0.754664,0.055066,0.358974
802,828.936867,985.455842,1378.853565,1.000000,0.000000,10.098000,10,11,1021.600093,98.630568,0.896217,20.756585,0.000000,214.399907,0.195378,3.201463,141.689057,0.006748,0.019056,0.750992,0.105381,0.385057
803,828.936867,971.078271,1286.041596,1.000000,0.000000,10.096000,10,11,1021.762585,97.932217,0.896395,20.721078,0.000000,214.237415,0.195378,3.269914,141.209366,0.006748,0.017694,0.757532,0.077263,0.282209
804,828.936867,974.336080,1534.398039,1.000000,0.000000,10.098000,10,11,1020.814811,97.853757,0.896217,20.756585,0.000000,215.185189,0.195378,3.200607,141.700968,0.006748,0.017330,0.758800,0.085903,0.404255
805,828.936867,972.216414,1343.765558,1.000000,0.000000,10.078000,10,11,1021.808440,97.696005,0.897996,20.400873,0.000000,214.191560,0.954145,3.132051,141.552984,0.006748,0.016207,0.766112,0.123644,0.398810
806,828.936867,981.132381,1386.445833,1.000000,0.000000,10.092000,10,11,1022.398919,98.734569,0.896750,20.650020,0.000000,213.601081,0.954145,3.216206,141.582907,0.006748,0.017712,0.758937,0.108108,0.285714
807,828.936867,972.043480,1374.454652,1.000000,0.000000,10.100000,10,11,1020.491902,97.697595,0.896040,20.792079,0.000000,215.508098,0.954145,3.202225,143.018579,0.006748,0.017802,0.756195,0.124169,0.331522
808,828.936867,981.905358,1352.048767,1.000000,0.000000,10.078000,10,11,1022.493767,98.708456,0.897996,20.400873,0.000000,213.506233,0.195378,3.099084,141.831847,0.006748,0.018096,0.755164,0.085526,0.401099
809,828.936867,979.868662,1377.755323,1.000000,0.000000,10.092000,10,11,1021.361387,98.610929,0.896750,20.650020,0.000000,214.638613,0.954145,3.123976,141.724670,0.006748,0.017694,0.757015,0.079295,0.367816
810,828.936867,979.565618,1338.081456,1.000000,0.000000,10.094000,10,11,1022.108762,98.291068,0.896572,20.685556,0.000000,213.891238,0.251434,3.250158,141.408202,0.006748,0.017785,0.756763,0.097950,0.351955
811,828.936867,977.496041,1491.328855,1.000000,0.000000,10.108000,10,11,1021.415227,98.487328,0.895330,20.933914,0.000000,214.584773,0.195378,3.289552,141.778515,0.006748,0.018255,0.755031,0.077982,0.397661
812,828.936867,980.578441,1416.818967,1.000000,0.000000,10.108000,10,12,1020.838327,99.030274,0.895330,20.933914,0.000000,215.161673,0.195378,3.176358,141.610663,0.006748,0.018400,0.755013,0.078829,0.396552
813,828.936867,990.967107,1501.924764,1.000000,0.000000,10.114000,10,12,1019.792836,98.878236,0.894799,21.040142,0.000000,216.207164,0.342832,3.141303,141.985123,0.006748,0.018145,0.756104,0.095238,0.273292
814,828.936867,987.942439,1290.993745,1.000000,0.000000,10.094000,10,11,1021.673724,98.820681,0.896572,20.685556,0.000000,214.326276,0.195378,3.152786,141.670979,0.003049,0.018475,0.754495,0.101351,0.329670
815,828.936867,986.836142,1487.401422,1.000000,0.000000,10.140000,10,12,1019.108699,98.913093,0.892505,21.499014,0.000000,216.891301,0.342832,3.307834,141.850499,0.000851,0.019375,0.751987,0.090703,0.372222
816,828.936867,979.121357,1416.606125,1.000000,0.000000,10.092000,10,11,1021.533995,98.804769,0.896750,20.650020,0.000000,214.466005,0.954145,3.121834,141.870282,0.006748,0.018039,0.756806,0.102908,0.344444
817,828.936867,997.335424,1377.517564,1.000000,0.000000,10.094000,10,12,1024.215390,99.325785,0.896572,20.685556,0.000000,211.784610,0.251434,3.358357,140.603139,0.006748,0.018729,0.754421,0.074661,0.319277
818,828.936867,982.112588,1376.202747,1.000000,0.000000,10.086000,10,11,1021.835494,98.621681,0.897283,20.543327,0.000000,214.164506,0.195378,3.115345,141.602730,0.000000,0.017931,0.757643,0.115385,0.280488
819,828.936867,982.997452,1325.076596,1.000000,0.000000,10.118000,10,12,1020.140315,98.384272,0.894446,21.110891,0.000000,215.859685,0.342832,3.263276,141.665480,0.006748,0.018435,0.754362,0.086560,0.344828
820,828.936867,982.318533,1390.854032,1.000000,0.000000,10.104000,10,11,1021.826109,98.600889,0.895685,20.863025,0.000000,214.173891,0.195378,3.282676,141.210332,0.006748,0.018401,0.755508,0.113122,0.366864
821,828.936867,990.117558,1306.883248,1.000000,0.000000,10.094000,10,11,1023.983141,98.940885,0.896572,20.685556,0.000000,212.016859,0.028816,3.373765,140.672896,0.006748,0.018729,0.754292,0.074830,0.375000
822,828.936867,978.156890,1413.397431,1.000000,0.000000,10.096000,10,11,1022.580184,98.515833,0.896395,20.721078,0.000000,213.419816,0.195378,3.293537,141.138485,0.006748,0.017603,0.759528,0.118993,0.388889
823,828.936867,969.178492,1281.365438,1.000000,0.000000,10.088000,10,11,1021.660519,97.821398,0.897105,20.578906,0.000000,214.339481,0.954145,3.196890,141.615990,0.006748,0.017132,0.759603,0.135857,0.315152
824,828.936867,970.208523,1335.077002,1.000000,0.000000,10.120000,10,12,1018.714356,97.426344,0.894269,21.146245,0.000000,217.285644,0.954145,3.234347,142.489724,0.006748,0.017109,0.759658,0.082589,0.331461
825,828.936867,992.591200,1284.915562,1.000000,0.000000,10.104000,10,12,1022.731954,99.068676,0.895685,20.863025,0.000000,213.268046,0.195378,3.326938,140.844488,0.006748,0.019291,0.749822,0.070022,0.338889
826,828.936867,988.241984,1332.467262,1.000000,0.000000,10.088000,10,11,1023.902380,99.222485,0.897105,20.578906,0.000000,212.097620,0.195378,3.281708,140.539714,0.006748,0.018821,0.752832,0.077803,0.363636
827,828.936867,981.135763,1329.123681,1.000000,0.000000,10.110000,10,12,1021.137392,98.376021,0.895153,20.969337,0.000000,214.862608,0.342832,3.291175,141.546223,0.006748,0.017909,0.756968,0.078829,0.408284
828,828.936867,982.694479,1311.063310,1.000000,0.000000,10.124000,10,12,1020.464860,98.276925,0.893915,21.216910,0.000000,215.535140,0.954145,3.362307,141.528363,0.006748,0.017689,0.758985,0.097065,0.376543
829,828.936867,979.156738,1412.976419,1.000000,0.000000,10.100000,10,11,1021.242353,98.285318,0.896040,20.792079,0.000000,214.757647,0.342832,3.218661,141.544658,0.006748,0.017929,0.756373,0.089245,0.389610
830,828.936867,980.551732,1310.360412,1.000000,0.000000,10.102000,10,12,1021.795022,98.165601,0.895862,20.827559,0.000000,214.204978,0.954145,3.305044,141.400266,0.006748,0.018383,0.754684,0.081448,0.398693
831,828.936867,970.024437,1317.092663,1.000000,0.000000,10.094000,10,12,1021.667361,97.234938,0.896572,20.685556,0.000000,214.332639,0.342832,3.312209,141.631220,0.006748,0.018330,0.753379,0.104911,0.371951
832,828.936867,970.472721,1308.651398,1.000000,0.000000,10.090000,10,11,1021.237786,97.807915,0.896928,20.614470,0.000000,214.762214,0.954145,3.174074,142.004126,0.006748,0.017458,0.758521,0.102222,0.328947
833,828.936867,966.943467,1428.986305,1.000000,0.000000,10.070000,10,11,1022.491512,97.567722,0.898709,20.258193,0.000000,213.508488,0.195378,3.139826,141.736703,0.006748,0.016753,0.762213,0.101124,0.357616
834,828.936867,973.651071,1400.465455,1.000000,0.000000,10.102000,10,12,1019.468234,97.751665,0.895862,20.827559,0.000000,216.531766,0.954145,3.111808,141.882551,0.006748,0.016930,0.761942,0.082192,0.403509
835,828.936867,975.676408,1464.910096,1.000000,0.000000,10.092000,10,11,1021.038989,98.235282,0.896750,20.650020,0.000000,214.961011,0.954145,3.129350,141.955405,0.006748,0.018366,0.755049,0.075388,0.305085
836,828.936867,975.723333,1296.010015,1.000000,0.000000,10.102000,10,11,1020.358339,97.876581,0.895862,20.827559,0.000000,215.641661,0.882061,3.189107,141.822779,0.006577,0.017784,0.756760,0.090508,0.353261
837,828.936867,974.965010,1370.424019,1.000000,0.000000,10.078000,10,11,1022.641514,97.880640,0.897996,20.400873,0.000000,213.358486,0.195378,3.197401,141.658253,0.006577,0.017279,0.759555,0.084257,0.356250
838,828.936867,971.220881,1413.773821,1.000000,0.000000,10.064000,10,11,1023.744258,98.051656,0.899245,20.151033,0.000000,212.255742,0.195378,3.161703,141.372372,0.006748,0.016536,0.764115,0.116071,0.411043
839,828.936867,963.834967,1516.681863,1.000000,0.000000,10.078000,10,11,1022.553150,98.277341,0.897996,20.400873,0.000000,213.446850,0.195378,3.148516,141.761145,0.006748,0.017297,0.759998,0.135255,0.372222
840,828.936867,969.939379,1401.935234,1.000000,0.000000,10.076000,10,11,1021.982001,97.571227,0.898174,20.365224,0.000000,214.017999,0.195378,3.143630,141.910825,0.006748,0.017261,0.759235,0.082960,0.315789
841,828.936867,978.427688,1372.236900,1.000000,0.000000,10.102000,10,11,1021.315775,97.783138,0.895862,20.827559,0.000000,214.684225,0.251434,3.295267,141.721799,0.006748,0.017747,0.757938,0.102506,0.358974
842,828.936867,975.632992,1326.762750,1.000000,0.000000,10.088000,10,11,1021.555501,98.032856,0.897105,20.578906,0.000000,214.444499,0.195378,3.164964,141.787843,0.006748,0.017386,0.759110,0.096491,0.367232
843,828.936867,974.682587,1302.055332,1.000000,0.000000,10.082000,10,12,1022.258504,97.881756,0.897639,20.472129,0.000000,213.741496,0.195378,3.195664,141.866178,0.006748,0.016987,0.761144,0.106576,0.384615
844,828.936867,980.680701,1403.620298,1.000000,0.000000,10.108000,10,11,1021.830454,98.169013,0.895330,20.933914,0.000000,214.169546,0.195378,3.363699,140.514230,0.006748,0.017928,0.756566,0.102506,0.357542
845,828.936867,976.096186,1375.608609,1.000000,0.000000,10.088000,10,12,1022.108537,98.523029,0.897105,20.578906,0.000000,213.891463,1.192526,3.171306,141.085836,0.006748,0.017895,0.756926,0.084507,0.319767
846,828.936867,979.863722,1388.160121,1.000000,0.000000,10.096000,10,11,1021.228651,98.472750,0.896395,20.721078,0.000000,214.771349,0.195378,3.161436,141.311963,0.006748,0.018184,0.755494,0.104308,0.325967
847,828.936867,974.803761,1306.690983,1.000000,0.000000,10.082000,10,12,1021.508546,97.939034,0.897639,20.472129,0.000000,214.491454,0.195378,3.114278,141.999918,0.006748,0.018277,0.753127,0.093607,0.382857
848,828.936867,967.330289,1304.429982,1.000000,0.000000,10.078000,10,11,1020.808325,97.308980,0.897996,20.400873,0.000000,215.191675,0.954145,3.070264,142.409301,0.006748,0.016370,0.763047,0.095556,0.343915
849,828.936867,984.054080,1333.922665,1.000000,0.000000,10.114000,10,12,1020.090167,97.911488,0.894799,21.040142,0.000000,215.909833,0.195378,3.269152,141.801525,0.006748,0.017618,0.757405,0.088937,0.355030
850,828.936867,965.467581,1347.620812,1.000000,0.000000,10.090000,10,12,1021.297773,97.773878,0.896928,20.614470,0.000000,214.702227,0.954145,3.183561,141.925561,0.006748,0.017404,0.758610,0.100897,0.386364
851,828.936867,974.098114,1360.775081,1.000000,0.000000,10.102000,10,11,1021.208790,98.183885,0.895862,20.827559,0.000000,214.791210,0.195378,3.243976,141.813049,0.006748,0.018147,0.756386,0.085779,0.307692
852,828.936867,981.147492,1338.097262,1.000000,0.000000,10.112000,10,11,1020.042233,98.345933,0.894976,21.004747,0.000000,215.957767,0.195378,3.201930,142.126396,0.006748,0.019090,0.751192,0.081448,0.313253
853,828.936867,972.097133,1324.842736,1.000000,0.000000,10.084000,10,12,1022.024172,98.062373,0.897461,20.507735,0.000000,213.975828,0.251434,3.172308,142.020311,0.006748,0.017332,0.759792,0.077098,0.316092
854,828.936867,992.096076,1330.674687,1.000000,0.000000,10.126000,10,11,1021.493419,98.975780,0.893739,21.252222,0.000000,214.506581,0.195378,3.414136,141.310965,0.006748,0.019269,0.752785,0.051802,0.314286
855,828.936867,991.439552,1381.185834,1.000000,0.000000,10.128000,10,11,1021.625538,99.576185,0.893562,21.287520,0.000000,214.374462,0.195378,3.385159,140.782669,0.006748,0.019523,0.753855,0.090909,0.370588
856,828.936867,999.481546,1317.546259,1.000000,0.000000,10.104000,10,11,1024.067279,99.807900,0.895685,20.863025,0.000000,211.932721,0.195378,3.387168,139.385959,0.006748,0.018982,0.755510,0.089087,0.364706
857,828.936867,986.777155,1458.988799,1.000000,0.000000,10.118000,10,11,1022.188012,98.759667,0.894446,21.110891,0.000000,213.811988,0.195378,3.432480,140.148595,0.006748,0.019397,0.752680,0.113586,0.367232
858,828.936867,985.036503,1470.412375,1.000000,0.000000,10.116000,10,11,1022.796790,99.276013,0.894622,21.075524,0.000000,213.203210,0.195378,3.423362,140.432181,0.006748,0.020270,0.749312,0.114537,0.388889
859,828.936867,989.030545,1363.660499,1.000000,0.000000,10.106000,10,11,1023.735164,99.226842,0.895508,20.898476,0.000000,212.264836,0.092074,3.430811,139.573559,0.006748,0.019563,0.752814,0.104348,0.446328
860,828.936867,981.431154,1341.482149,1.000000,0.000000,10.106000,10,12,1022.122542,98.593736,0.895508,20.898476,0.000000,213.877458,0.195378,3.331821,140.783599,0.006748,0.019272,0.753022,0.122494,0.401070
861,828.936867,972.124160,1324.339584,1.000000,0.000000,10.134000,10,11,1019.266802,97.449475,0.893033,21.393329,0.000000,216.733198,0.195378,3.416968,142.390861,0.006748,0.018995,0.753388,0.113839,0.357576
862,828.936867,981.036273,1393.273198,1.000000,0.000000,10.116000,10,11,1021.244221,98.248170,0.894622,21.075524,0.000000,214.755779,0.954145,3.370280,140.939825,0.006748,0.019180,0.753053,0.092920,0.395480
863,828.936867,979.648769,1304.099272,1.000000,0.000000,10.120000,10,11,1020.434553,98.314164,0.894269,21.146245,0.000000,215.565447,0.195378,3.318583,141.077912,0.006577,0.018307,0.757230,0.100000,0.403846
864,828.936867,983.884977,1296.069296,1.000000,0.000000,10.108000,10,11,1021.838781,98.431899,0.895330,20.933914,0.000000,214.161219,0.195378,3.337968,140.524738,0.006748,0.019127,0.754453,0.091928,0.346369
865,828.936867,977.228653,1393.828399,1.000000,0.000000,10.114000,10,12,1020.852036,97.972844,0.894799,21.040142,0.000000,215.147964,0.954145,3.340001,140.769811,0.021801,0.018326,0.756494,0.118834,0.356725
866,828.936867,975.216082,1344.856298,1.000000,0.000000,10.090000,10,11,1022.070129,98.414630,0.896928,20.614470,0.000000,213.929871,0.954145,3.196840,141.480111,0.006748,0.018694,0.754053,0.097561,0.303371
867,828.936867,967.928749,1328.807890,1.000000,0.000000,10.092000,10,11,1020.096044,97.296987,0.896750,20.650020,0.000000,215.903956,0.195378,3.128881,142.798983,0.006577,0.017585,0.758961,0.089655,0.389222
868,828.936867,971.464807,1448.586826,1.000000,0.000000,10.082000,10,11,1022.463477,98.041889,0.897639,20.472129,0.000000,213.536523,0.195378,3.200185,142.073613,0.006748,0.017787,0.757835,0.110865,0.383648
869,828.936867,971.465641,1376.217626,1.000000,0.000000,10.076000,10,12,1021.807688,98.182245,0.898174,20.365224,0.000000,214.192312,0.195378,3.064500,142.467886,0.006748,0.017370,0.757931,0.096629,0.333333
870,828.936867,965.508785,1463.298081,1.000000,0.000000,10.088000,10,12,1020.557592,97.395086,0.897105,20.578906,0.000000,215.442408,0.195378,3.128634,142.576311,0.006748,0.017059,0.759412,0.075342,0.388535
871,828.936867,969.718003,1324.054509,1.000000,0.000000,10.096000,10,11,1021.103616,97.446050,0.896395,20.721078,0.000000,214.896384,0.195378,3.252468,142.810474,0.006748,0.017821,0.756185,0.077803,0.372340
872,828.936867,971.990895,1323.382500,1.000000,0.000000,10.088000,10,12,1020.963941,97.745177,0.897105,20.578906,0.000000,215.036059,0.195378,3.134309,142.522152,0.006748,0.017858,0.755580,0.078947,0.338983
873,828.936867,980.723354,1445.327988,1.000000,0.000000,10.078000,10,11,1022.598985,98.650172,0.897996,20.400873,0.000000,213.401015,0.954145,3.115561,141.550750,0.006748,0.017006,0.760786,0.075556,0.445122
874,828.936867,980.088875,1469.799453,1.000000,0.000000,10.108000,10,12,1019.945135,97.938548,0.895330,20.933914,0.000000,216.054865,0.195378,3.196426,143.007178,0.006748,0.018055,0.755034,0.080460,0.375000
875,828.936867,979.078701,1360.038154,1.000000,0.000000,10.068000,10,12,1024.307879,98.625986,0.898888,20.222487,0.000000,211.692121,0.195378,3.197653,141.010070,0.006748,0.017135,0.760337,0.064018,0.363636
876,828.936867,982.849164,1408.935208,1.000000,0.000000,10.098000,10,11,1023.255700,98.906035,0.896217,20.756585,0.000000,212.744300,0.195378,3.340829,141.048040,0.006748,0.017966,0.756478,0.075688,0.359477
877,828.936867,982.144769,1329.322447,1.000000,0.000000,10.080000,10,11,1024.834847,98.998397,0.897817,20.436508,0.000000,211.165153,0.195378,3.324314,140.573230,0.006748,0.018114,0.755651,0.108647,0.357542
878,828.936867,986.840166,1328.687786,1.000000,0.000000,10.106000,10,12,1020.820027,99.018121,0.895508,20.898476,0.000000,215.179973,0.195378,3.157301,142.363505,0.006748,0.018727,0.753418,0.106667,0.310559
879,828.936867,978.032449,1304.153541,1.000000,0.000000,10.084000,10,12,1021.340498,98.464353,0.897461,20.507735,0.000000,214.659502,0.195378,3.062830,142.428865,0.006748,0.018059,0.756229,0.097561,0.352041
880,828.936867,982.076075,1351.297058,1.000000,0.000000,10.100000,10,12,1021.632675,98.842161,0.896040,20.792079,0.000000,214.367325,0.195378,3.201842,141.582945,0.006748,0.018565,0.754969,0.081498,0.436782
881,828.936867,980.468640,1305.106209,1.000000,0.000000,10.096000,10,11,1019.893064,98.189181,0.896395,20.721078,0.000000,216.106936,0.195378,3.055224,142.881613,0.006748,0.017258,0.760050,0.097727,0.357143
882,828.936867,971.712553,1359.533241,1.000000,0.000000,10.094000,10,11,1020.432786,98.239029,0.896572,20.685556,0.000000,215.567214,0.195378,3.086238,142.690828,0.006748,0.017403,0.759492,0.087444,0.432258
883,828.936867,981.160168,1312.108514,1.000000,0.000000,10.080000,10,12,1021.180846,98.039081,0.897817,20.436508,0.000000,214.819154,0.889745,3.052690,142.145398,0.006748,0.017333,0.759090,0.119469,0.347059
884,828.936867,968.180987,1431.792493,1.000000,0.000000,10.094000,10,12,1020.550945,97.678543,0.896572,20.685556,0.000000,215.449055,0.251434,3.154740,142.385850,0.006748,0.017222,0.759319,0.082222,0.429379
885,828.936867,969.600158,1304.566058,1.000000,0.000000,10.108000,10,11,1020.301650,97.368182,0.895330,20.933914,0.000000,215.698350,0.954145,3.290115,142.402570,0.006748,0.017873,0.756345,0.117647,0.361111
886,828.936867,982.729761,1509.927767,1.000000,0.000000,10.126000,10,12,1019.721483,98.283666,0.893739,21.252222,0.000000,216.278517,0.195378,3.304793,141.841247,0.006748,0.018542,0.754172,0.109170,0.278481
887,828.936867,987.462112,1399.415336,1.000000,0.000000,10.118000,10,11,1020.492227,98.536098,0.894446,21.110891,0.000000,215.507773,0.195378,3.283521,141.514994,0.006748,0.019070,0.752664,0.105991,0.337423
888,828.936867,986.235648,1357.581043,1.000000,0.000000,10.096000,10,12,1022.734928,99.030758,0.896395,20.721078,0.000000,213.265072,0.195378,3.257173,140.990444,0.006577,0.018348,0.756320,0.091106,0.352273
889,828.936867,977.021027,1424.530992,1.000000,0.000000,10.094000,10,11,1022.179591,98.478694,0.896572,20.685556,0.000000,213.820409,0.195378,3.238369,141.000051,0.006577,0.017403,0.760359,0.104213,0.335404
890,828.936867,977.982542,1410.738652,1.000000,0.000000,10.102000,10,12,1021.173231,98.457882,0.895862,20.827559,0.000000,214.826769,0.195378,3.212704,141.819891,0.006748,0.018764,0.752818,0.096629,0.429379
891,828.936867,977.749711,1424.959829,1.000000,0.000000,10.112000,10,12,1020.382495,98.211006,0.894976,21.004747,0.000000,215.617505,0.195378,3.249981,141.708012,0.006748,0.018145,0.757229,0.100223,0.368132
892,828.936867,982.642124,1461.729660,1.000000,0.000000,10.122000,10,11,1020.020808,98.350661,0.894092,21.181585,0.000000,215.979192,0.195378,3.291452,141.310897,0.006748,0.018670,0.754276,0.093182,0.340782
893,828.936867,983.209745,1320.183582,1.000000,0.000000,10.094000,10,11,1022.944396,98.554960,0.896572,20.685556,0.000000,213.055604,0.195378,3.307870,140.862182,0.006748,0.019202,0.752402,0.090909,0.339080
894,828.936867,984.969449,1563.963562,1.000000,0.000000,10.104000,10,11,1022.188638,98.635447,0.895685,20.863025,0.000000,213.811362,0.195378,3.315814,140.744761,0.006748,0.018673,0.755206,0.090293,0.324022
895,828.936867,986.942841,1431.855992,1.000000,0.000000,10.100000,10,12,1022.261278,98.891087,0.896040,20.792079,0.000000,213.738722,0.195378,3.260389,141.134345,0.006748,0.019019,0.753538,0.094382,0.331169
896,828.936867,979.709562,1320.669835,1.000000,0.000000,10.112000,10,12,1020.932559,98.692720,0.894976,21.004747,0.000000,215.067441,0.195378,3.256892,141.457444,0.006748,0.018472,0.755765,0.105495,0.416149
897,828.936867,986.905775,1361.417692,1.000000,0.000000,10.116000,10,12,1021.345522,98.961066,0.894622,21.075524,0.000000,214.654478,0.195378,3.308412,141.113119,0.006748,0.018889,0.754988,0.105856,0.365385
